105,MERLYN FUENTES,0,0,6,0,2,2,8,7,8,10,3,2,1,9 33 35 0 1
106,LATORIA LOWRY,4,7,10,3,9,1,7,2,6,10,10,2,1,9 33 35 0 1
107,BRANT GLASS,2,8,8,4,5,9,9,3,5,10,0,4,9,9 33 35 0 1
108,CHARLETTE VAUGHAN,4,0,1,6,2,1,3,2,0,2,5,5,0,9 33 35 0 1
109,LANELLE BOWMAN,2,8,8,3,0,10,5,6,3,5,1,4,9,9 33 35 0 1
110,FAITH FORD,3,7,10,4,6,1,9,9,2,4,1,8,6,9 33 35 0 1
111,JENINE HOOVER,0,6,1,1,4,1,4,2,5,5,8,8,4,9 33 35 0 1
112,BRIANA DAVIES,1,4,1,8,4,1,7,10,4,0,8,10,10,9 33 35 0 1
113,EDMOND BEAVER,4,4,4,9,7,6,8,0,5,0,3,1,4,9 33 35 0 1
114,TESSA PENA,0,4,1,10,8,5,8,2,6,7,3,0,8,9 33 35 0 1
115,MARYJANE WOLF,1,10,4,2,0,10,8,1,0,7,4,0,3,9 33 35 0 1
116,CRUZ LI,3,10,9,7,6,10,5,7,2,1,5,1,5,9 33 35 0 1
117,DANIEL ROOT,6,10,3,4,1,9,7,6,6,3,1,5,10,9 33 35 0 1
118,TAMMERA KLINE,5,7,1,3,2,9,3,3,8,8,0,0,3,9 33 35 0 1
119,JUANITA YOUNGBLOOD,1,7,6,8,8,1,0,10,8,8,9,0,10,9 33 35 0 1
120,ARTHUR HAHN,6,6,8,2,1,9,4,1,4,3,7,0,6,9 33 35 0 1
121,LAREE MONTGOMERY,8,6,10,4,0,3,3,0,2,8,0,4,5,9 33 35 0 1
122,CONNIE BLACKMON,5,5,5,10,6,10,10,2,4,10,4,4,6,9 33 35 0 1
123,VERA KEENE,5,3,0,6,3,5,0,5,9,10,2,4,7,9 33 35 0 1
124,ELDEN BROWN,2,10,0,10,9,2,9,4,4,8,2,3,7,9 33 35 0 1
125,HUNTER HOLDEN,6,10,0,2,5,8,2,6,8,9,9,7,2,9 33 35 0 1
126,TALITHA ROBISON,2,5,6,1,4,0,9,4,10,10,7,2,2,9 33 35 0 1
127,JANAY HUERTA,3,5,2,6,2,0,0,10,6,7,3,4,8,9 33 35 0 1
128,UTE PENA,10,9,5,7,1,8,1,0,2,9,9,9,10,9 33 35 0 1
129,DIEGO TRAN,6,8,10,2,9,2,0,9,5,5,7,1,5,9 33 35 0 1
130,TONIA BECK,5,4,4,8,1,7,6,3,7,1,10,5,9,9 33 35 0 1
131,LATANYA KEY,1,8,8,3,6,8,3,6,10,8,0,9,4,9 33 35 0 1
132,MINDA KOWALSKI,8,7,5,2,3,2,0,7,2,9,2,4,10,9 33 35 0 1
133,KATHARYN CLIFTON,5,3,4,5,9,7,5,10,8,4,2,1,5,9 33 35 0 1
134,CONSTANCE MCRAE,5,7,1,5,6,8,5,3,4,1,0,9,4,9 33 35 0 1
135,KARLEEN BELTRAN,10,5,1,7,9,0,5,6,6,9,6,9,10,9 33 35 0 1
136,GERMAN NORRIS,3,6,9,10,6,8,10,0,3,10,6,9,4,9 33 35 0 1
137,COY CRAIG,5,9,8,9,0,9,6,7,2,0,5,6,1,9 33 35 0 1
138,ETHAN ESPOSITO,0,6,8,2,0,9,9,3,3,4,3,10,7,9 33 35 0 1
139,ASHLEIGH NOBLE,6,4,5,10,3,3,8,3,5,4,2,2,6,9 33 35 0 1
140,HAL LOWE,5,8,9,5,2,7,3,8,4,3,7,8,0,9 33 35 0 1
141,EBONI HORNER,7,4,7,8,10,2,9,8,9,6,5,6,9,9 33 35 0 1
142,KRYSTLE MICHAELS,7,3,9,6,10,5,2,3,2,10,9,7,8,9 33 35 0 1
143,LUVENIA FULLER,2,7,3,3,1,6,1,2,6,10,8,10,3,9 33 35 0 1
144,IKE BARRIOS,9,4,5,4,5,2,4,9,6,4,3,6,8,9 33 35 0 1
145,ASHANTI BLANCHARD,6,0,1,3,7,2,4,5,7,4,3,4,5,9 33 35 0 1
146,VERNIE HAYS,9,9,0,6,3,3,1,10,10,0,6,5,5,9 33 35 0 1
147,CICELY JOYNER,10,6,4,8,4,6,1,0,6,5,2,3,3,9 33 35 0 1
148,SHAYLA YEE,8,6,0,6,6,2,1,5,6,8,2,2,0,9 33 35 0 1
149,MARIVEL BELL,0,2,3,3,10,2,4,2,0,5,9,8,5,9 33 35 0 1
150,CARINA WILDER,9,9,9,5,5,1,3,9,1,7,0,7,3,9 33 35 0 1
151,SHELLEY IBARRA,8,8,9,4,7,6,2,0,7,1,5,9,2,9 33 35 0 1
152,KIM TATE,10,0,9,1,7,2,9,3,7,8,8,2,10,9 33 35 0 1
153,LURLINE SNIDER,6,0,7,6,8,3,1,2,1,10,6,10,0,9 33 35 0 1
154,UN BENITEZ,4,1,6,0,2,2,3,3,1,5,5,1,3,9 33 35 0 1
155,DANE KIRKPATRICK,3,5,1,0,9,7,2,7,4,5,4,1,6,9 33 35 0 1
156,FREDDIE BLAND,3,5,8,3,3,9,7,10,0,1,1,1,1,9 33 35 0 1
157,JESSENIA RUSH,6,5,7,6,3,1,2,9,2,1,4,9,7,9 33 35 0 1
158,PHYLISS ORTEGA,2,10,2,0,0,8,2,4,2,10,3,5,3,9 33 35 0 1
159,OLENE SHORT,3,1,2,3,1,1,4,3,3,1,5,3,10,9 33 35 0 1
160,VICKIE CANNON,7,9,5,0,7,4,8,10,5,3,10,3,5,9 33 35 0 1
161,TEISHA BUSCH,10,7,9,5,6,1,6,3,8,7,4,6,5,9 33 35 0 1
162,DRUCILLA SAPP,1,2,5,0,9,8,10,7,7,1,1,5,9,9 33 35 0 1
163,RAISA HUDSON,3,0,2,4,7,4,3,8,8,1,7,10,5,9 33 35 0 1
164,MERIDITH ACEVEDO,7,5,7,1,4,6,1,5,1,10,7,8,9,9 33 35 0 1
165,FLOR SINGLETON,3,3,7,10,3,10,8,1,8,2,10,6,5,9 33 35 0 1
166,ENOCH WATKINS,9,0,8,3,7,8,2,4,3,0,5,0,3,9 33 35 0 1
167,EVELIA CHANG,9,8,10,6,5,4,8,10,1,0,4,7,8,9 33 35 0 1
168,LATINA DARNELL,1,9,6,2,8,5,0,8,10,1,7,8,5,9 33 35 0 1
169,JANELLE VALENZUELA,0,3,1,7,9,2,5,1,0,9,5,4,9,9 33 35 0 1
170,GWEN DILL,4,1,6,4,6,3,0,9,6,2,6,7,5,9 33 35 0 1
171,DESIRAE HENRY,1,1,4,6,5,8,5,3,9,1,10,3,1,9 33 35 0 1
172,ARIANNA BEASLEY,0,2,1,9,4,7,4,3,1,4,7,0,6,9 33 35 0 1
173,GLORY RIZZO,6,7,9,8,4,6,4,10,10,10,6,5,0,9 33 35 0 1
174,CECILY SUMMERS,2,0,2,1,3,1,2,5,0,1,2,10,9,9 33 35 0 1
175,ELINORE KOEHLER,5,0,2,9,8,4,1,0,4,4,2,7,10,9 33 35 0 1
176,DESTINY ABRAHAM,4,4,4,1,6,9,8,10,3,3,4,8,3,9 33 35 0 1
177,MAXINE ATKINS,4,2,6,1,10,9,3,2,1,8,4,10,2,9 33 35 0 1
178,GEORGIA SNYDER,10,5,8,9,5,0,3,7,0,9,8,8,10,9 33 35 0 1
179,LOWELL MADDEN,1,1,8,5,5,9,3,6,3,3,2,2,5,9 33 35 0 1
180,VERLIE RAYMOND,4,2,9,8,9,1,4,2,6,9,1,10,5,9 33 35 0 1
181,HALEY FREY,7,3,0,3,1,9,1,3,1,7,4,9,2,9 33 35 0 1
182,MINTA LEYVA,9,1,2,4,8,7,8,6,8,7,10,9,0,9 33 35 0 1
183,ANNAMARIE GRANGER,2,4,9,9,3,4,5,2,6,6,5,1,10,9 33 35 0 1
184,MARQUITA GRAVES,2,3,1,1,2,7,6,6,4,3,10,2,7,9 33 35 0 1
185,JEANETT WOOTEN,7,9,2,4,5,4,9,8,4,1,2,8,8,9 33 35 0 1
186,HECTOR MOSER,1,0,5,8,5,3,6,6,6,1,3,0,1,9 33 35 0 1
187,KELLYE DOLAN,0,3,5,6,9,5,9,0,6,7,0,5,7,9 33 35 0 1
188,MARYLOU BRADLEY,5,0,7,2,7,10,7,8,3,0,0,2,3,9 33 35 0 1
189,LAURENA MCGEE,4,8,10,7,9,5,5,2,5,3,1,6,10,9 33 35 0 1
190,SATURNINA PAREDES,8,10,6,6,0,7,2,8,10,3,2,3,0,9 33 35 0 1
191,ROSARIO HAMMER,3,3,5,3,8,8,4,1,10,10,3,2,5,9 33 35 0 1
192,JAMAAL MCNEAL,6,7,10,5,1,7,9,1,3,7,6,1,0,9 33 35 0 1
193,ROBBY CORBIN,7,5,3,9,7,2,1,10,1,4,1,9,1,9 33 35 0 1
194,DALLAS DALTON,2,6,2,2,7,10,5,7,5,9,8,5,6,9 33 35 0 1
195,GERALDO BRENNAN,8,2,3,2,5,2,2,2,7,3,8,5,0,9 33 35 0 1
196,CHAYA BRAND,2,7,10,6,5,1,7,4,5,3,7,1,6,9 33 35 0 1
197,MURIEL CHOI,4,6,1,10,6,7,1,7,6,3,10,2,8,9 33 35 0 1
198,MARTIN PORTER,3,9,1,3,6,0,8,6,0,6,2,2,7,9 33 35 0 1
199,ROY WOODY,10,6,4,2,6,10,6,7,9,2,0,6,7,9 33 35 0 1
200,MICKEY MAGANA,6,9,1,10,2,1,8,8,10,10,2,6,9,9 33 35 0 1
201,WALTRAUD MAY,5,8,2,3,3,0,10,6,8,5,10,10,3,9 33 35 0 1
202,JOSEF CLINE,9,7,10,8,0,10,4,0,4,1,0,0,3,9 33 35 0 1
203,EUFEMIA YANEZ,7,5,1,1,7,5,2,5,1,6,3,4,1,9 33 35 0 1
204,DORLA MYERS,8,4,9,0,0,0,7,1,7,4,2,8,5,9 33 35 0 1
205,CARLA ERICKSON,3,10,8,8,5,7,1,6,9,5,9,3,10,9 33 35 0 1
206,GERTRUDIS JENSEN,7,8,8,6,3,7,0,4,7,5,2,4,9,9 33 35 0 1
207,KRISTAN FELDMAN,3,1,0,3,4,1,9,5,8,7,7,0,4,9 33 35 0 1
208,MICHELE BERGMAN,9,10,2,0,8,4,10,1,3,10,9,7,5,9 33 35 0 1
209,RICKIE SULLIVAN,5,5,8,2,9,3,5,4,1,4,7,1,5,9 33 35 0 1
210,NANCY ENGEL,5,4,6,1,8,8,10,6,1,9,3,4,1,9 33 35 0 1
211,OLYMPIA STEPHENS,1,4,7,10,9,9,9,8,2,9,8,0,4,9 33 35 0 1
212,DAMION PERSON,5,10,9,1,1,6,9,0,0,0,4,8,8,9 33 35 0 1
213,LORITA THOMASON,4,1,4,5,10,8,2,7,10,8,0,5,0,9 33 35 0 1
214,ARACELI DILL,1,5,5,5,5,2,9,0,0,10,9,4,8,9 33 35 0 1
215,PHYLIS PRITCHETT,0,3,2,4,9,1,9,7,2,8,3,0,1,9 33 35 0 1
216,RODRICK TRENT,0,4,3,5,6,2,5,6,1,10,0,5,9,9 33 35 0 1
217,GEARLDINE DEAN,5,6,2,0,1,6,4,6,2,0,3,2,6,9 33 35 0 1
218,PEI HANKS,7,7,9,5,0,2,7,3,6,5,1,9,1,9 33 35 0 1
219,PATRICK COON,5,6,7,8,3,8,3,5,4,6,1,7,0,9 33 35 0 1
220,SUMMER CRUMP,0,9,7,0,3,2,0,7,10,7,1,8,2,9 33 35 0 1
221,MIRIAN DAWSON,3,0,6,10,6,4,10,2,3,1,1,6,2,9 33 35 0 1
222,GOLDEN MIRANDA,10,7,4,4,10,0,10,2,8,1,6,5,1,9 33 35 0 1
223,HARMONY BECK,0,6,2,4,3,6,10,6,1,4,4,2,2,9 33 35 0 1
224,PAULITA HOYT,9,0,5,9,2,5,6,4,2,5,0,8,5,9 33 35 0 1
225,LATRISHA SONG,7,2,4,0,6,0,9,5,4,5,4,2,6,9 33 35 0 1
226,CORNELL STARK,3,10,9,9,2,10,7,1,2,3,7,1,5,9 33 35 0 1
227,JAY HARDING,7,1,9,1,10,1,2,8,6,7,6,10,1,9 33 35 0 1
228,TENISHA LEON,9,9,9,7,10,5,5,0,9,2,9,8,3,9 33 35 0 1
229,MABELLE SALAS,9,3,7,1,7,3,2,4,4,8,5,5,5,9 33 35 0 1
230,STACY SPENCE,2,2,4,5,2,3,6,2,6,2,7,4,0,9 33 35 0 1
231,KATLYN MCPHERSON,2,10,10,8,1,7,2,5,10,9,7,7,10,9 33 35 0 1
232,KIARA BURT,8,5,4,9,6,8,1,8,6,4,5,4,8,9 33 35 0 1
233,KIMI DUONG,5,8,7,1,4,9,9,8,4,0,10,4,3,9 33 35 0 1
234,MAFALDA MENDEZ,1,8,8,7,6,10,8,5,0,6,8,1,9,9 33 35 0 1
235,JULIENNE GROSS,7,7,9,6,10,10,7,10,5,2,0,1,3,9 33 35 0 1
236,CHARLEEN YOUNGBLOOD,2,9,0,0,1,2,8,2,9,7,5,3,1,9 33 35 0 1
237,SALOME HONG,7,6,1,0,9,10,6,7,4,7,10,5,4,9 33 35 0 1
238,MARYAM CASTELLANOS,6,7,5,4,4,10,6,10,2,5,0,0,10,9 33 35 0 1
239,JOSEPHINE BUCKNER,2,2,10,4,10,7,8,7,2,8,2,6,4,9 33 35 0 1
240,JACQULYN LIVINGSTON,3,5,1,0,9,9,3,10,9,0,10,10,3,9 33 35 0 1
241,IMOGENE REESE,5,10,5,4,2,4,10,2,5,8,2,1,8,9 33 35 0 1
242,JENNIFER WHITNEY,5,8,1,4,7,7,4,10,2,6,2,1,4,9 33 35 0 1
243,PAULETTA WINSTON,2,8,6,9,1,6,8,7,3,10,5,8,1,9 33 35 0 1
244,TIFFINY MCCONNELL,1,8,8,5,1,0,5,6,10,2,9,5,7,9 33 35 0 1
245,ANDRIA SINGH,1,10,2,8,4,4,9,3,3,2,2,5,4,9 33 35 0 1
246,DONG CROWLEY,10,10,1,3,1,0,9,7,5,6,3,1,6,9 33 35 0 1
247,ALISHIA MAGEE,2,3,1,7,2,10,3,8,3,3,10,5,5,9 33 35 0 1
248,ALIZA WALLACE,0,8,7,0,6,7,4,1,5,1,7,1,0,9 33 35 0 1
249,DAVINA LEWIS,8,7,9,2,7,3,2,2,9,5,0,2,6,9 33 35 0 1
250,AMIE MCDERMOTT,5,5,10,2,4,0,2,7,0,7,0,9,7,9 33 35 0 1
251,CIARA CORBIN,10,8,7,5,3,0,10,4,3,2,9,2,9,9 33 35 0 1
252,NICKY CONKLIN,9,2,6,0,7,8,1,8,4,3,4,0,8,9 33 35 0 1
253,VANESA WALLS,5,6,0,4,2,9,7,5,0,7,7,4,7,9 33 35 0 1
254,SHANEKA WINTERS,2,8,10,2,3,4,2,6,0,5,7,8,4,9 33 35 0 1
255,CAREY CHIN,2,9,7,4,9,6,10,7,8,5,1,7,9,9 33 35 0 1
256,JONNA MCGOVERN,8,9,2,0,2,6,7,4,8,4,6,1,7,9 33 35 0 1
257,MARIO BREWSTER,5,2,6,3,7,2,4,8,4,3,1,0,3,9 33 35 0 1
258,ELAINA CRAWFORD,6,7,6,5,7,5,6,9,1,5,1,10,3,9 33 35 0 1
259,LIDIA SCHROEDER,1,5,3,1,4,5,4,6,9,1,4,3,0,9 33 35 0 1
260,DIRK FRANK,3,4,8,3,4,6,6,0,0,4,10,9,6,9 33 35 0 1
261,WINSTON DELACRUZ,7,1,3,2,1,4,10,1,9,9,1,1,9,9 33 35 0 1
262,JAIMIE MCGRATH,4,4,4,10,7,3,6,5,7,1,9,3,5,9 33 35 0 1
263,COLEMAN BARR,6,7,8,3,7,8,3,1,0,9,0,9,0,9 33 35 0 1
264,CATHERIN DUNN,5,7,0,10,10,1,6,5,5,7,7,10,0,9 33 35 0 1
265,AWILDA HICKEY,3,9,9,7,3,6,9,5,3,5,9,10,6,9 33 35 0 1
266,ELVA FINCH,8,0,0,1,7,0,1,0,3,10,6,10,3,9 33 35 0 1
267,TAYNA MARCUS,7,3,4,3,1,4,4,6,7,10,6,8,7,9 33 35 0 1
268,THOMASINE WELCH,4,1,0,1,8,6,8,9,4,10,6,2,10,9 33 35 0 1
269,CESAR NEWMAN,9,6,0,4,10,0,8,9,2,5,8,6,2,9 33 35 0 1
270,HERMELINDA KOENIG,3,6,4,1,5,5,6,5,1,3,2,2,1,9 33 35 0 1
271,PATTI ALBRIGHT,6,5,4,10,5,4,6,4,1,1,0,7,0,9 33 35 0 1
272,MILLIE SIMMS,4,1,8,3,3,0,2,3,7,6,3,4,7,9 33 35 0 1
273,KYUNG PIERRE,0,6,2,10,5,8,3,1,8,5,7,10,9,9 33 35 0 1
274,EDRIS JEFFRIES,1,4,2,7,6,6,9,6,10,4,4,7,4,9 33 35 0 1
275,ROSETTE HARTLEY,7,10,6,1,6,3,5,9,1,1,4,6,5,9 33 35 0 1
276,MELLISSA BATES,1,0,9,7,6,2,3,7,1,0,2,1,9,9 33 35 0 1
277,IVONNE RUDOLPH,9,7,7,6,1,10,3,1,0,5,8,4,4,9 33 35 0 1
278,LEE MCKENNA,4,6,6,9,9,1,9,10,9,3,8,7,9,9 33 35 0 1
279,LAVONNE BARRON,4,8,2,4,1,10,10,2,3,7,4,1,8,9 33 35 0 1
280,LINDY WILLIAMSON,8,2,5,2,1,4,8,5,1,9,0,4,1,9 33 35 0 1
281,COLLETTE DELEON,8,10,1,3,4,6,3,4,3,4,7,5,5,9 33 35 0 1
282,ZULA STEIN,4,7,10,5,4,9,10,0,5,3,10,10,4,9 33 35 0 1
283,MAURICE CROWELL,0,9,10,3,3,4,5,2,1,1,1,3,9,9 33 35 0 1
284,MERLE SPENCER,9,3,0,5,7,2,10,8,2,2,9,3,4,9 33 35 0 1
